https://www.linkedin.com/company/china-rapid-finance,China Rapid Finance,"Chinese Marketplace Lending, Chinese P2P Lending, Chinese Internet Finance, FinTech, Consumer Lending Marketplace",Financial Services,http://chinarapidfinance.investorroom.com/,"5F Building D BenQ Plaza 207 Songhong Rd. Chang’ning District Shanghai, Shanghai 200335 China",1001-5000,"China Rapid Finance (NYSE:XRF) operates one of China’s largest consumer lending marketplaces in terms of total number of loans, having facilitated approximately 20 million loans to over 2 million borrowers at significantly lower borrowing costs than many of its competitors. According to the People’s Bank of China, as of the end of 2015, there were approximately 500 million individuals with quality employment records but no credit history. The company refers to these individuals, who regularly use mobile devices, as EMMAs (Emerging Middle-class, Mobile Active consumers). China Rapid Finance believes EMMAs constitute one of the largest untapped consumer credit market opportunities in the world. The company acquires quality borrowers through multiple channels, and has been able to establish a leadership position in China’s consumer lending industry because the company is able to use its proprietary technology to efficiently identify and select prime and near-prime EMMAs for its platform. Through its “low and grow” strategy, the company initially offers smaller, shorter-term loans to these EMMAs and then uses its proprietary decisioning technology to proactively offer them larger, longer-term loans as they demonstrate positive credit behavior, allowing the company to retain high quality EMMAs with significant lifetime consumer value.",2001,"{'陆金所': 'https://www.linkedin.com/company/lufax', 'Kabbage, Inc': 'https://www.linkedin.com/company/kabbage-inc', 'Patch of Land': 'https://www.linkedin.com/company/patch-of-land', 'Avant': 'https://www.linkedin.com/company/avantcredit', 'auxmoney': 'https://www.linkedin.com/company/auxmoney-gmbh', 'Prosper Marketplace': 'https://www.linkedin.com/company/prosper-marketplace'}"
https://www.linkedin.com/company/snowflake-computing,Snowflake Computing,"Data Warehousing, Cloud, Analytics",Computer Software,http://www.snowflake.n,"100 S Ellsworth Ave Suite 100 San Mateo, CA 94401 United States",201-500,"Snowflake is the leading data warehouse built for the cloud. Its unique architecture delivers proven breakthroughs in performance, concurrency and simplicity. For the first time, multiple groups can access petabytes of data at the same time, up to 200 times faster and 10 times less expensive than solutions not built for the cloud. 

Snowflake is a fully-managed service with a pay-as-you-go-model that works on structured and semi-structured data. Prior generations of data warehouses created the struggle for data which results in groups waiting in line to get at data; not looking at the same data; and, wondering if they’re acting on the most recent data. Snowflake’s data warehouse built for the cloud finally ends this struggle. With Snowflake, you get your data without limits. Learn how at www.snowflake.net. 
 
We are headquartered in Silicon Valley and are growing our team in the San Francisco Bay Area. We're a highly collaborative group always on the lookout for great talent. If you’re interested, send us your resume at careers@snowflake.net",2012,"{'Snowflake Software': 'https://www.linkedin.com/company/snowflake-software', 'Databricks': 'https://www.linkedin.com/company/databricks', 'Trifacta': 'https://www.linkedin.com/company/trifacta', 'Treasure Data': 'https://www.linkedin.com/company/treasure-data-inc-', 'SnapLogic': 'https://www.linkedin.com/company/snaplogic', 'Microsoft': 'https://www.linkedin.com/company/microsoft'}"
https://www.linkedin.com/company/coursera,Coursera,"Education, Technology, Internet",Internet,http://www.coursera.org/jo,"381 East Evelyn Ave Mountain View, CA 94041 United States",201-500,"Coursera is an education-focused technology company that connects millions of learners around the world with the skills and knowledge they need to transform their lives and careers. We're providing access to top-quality university-level education at a previously unimagined scale, empowering learners, organizations, and enterprises to build the skills they need to succeed in the 21st century.

Coursera was founded in 2012 by two Stanford Computer Science professors, Daphne Koller and Andrew Ng. We are headquartered in Mountain View, California, and are backed by top venture firms, including Kleiner Perkins Caufield & Byers, New Enterprise Associates, GSV Capital, International Finance Corporation, Laureate Education Inc, and Learn Capital.",2012,"{'Coursera Course Certificates': 'https://www.linkedin.com/company/coursera-verified', 'edX': 'https://www.linkedin.com/company/edx', 'Udemy': 'https://www.linkedin.com/company/udemy', 'Udacity': 'https://www.linkedin.com/company/udacity', 'Khan Academy': 'https://www.linkedin.com/company/khan-academy', 'Google': 'https://www.linkedin.com/company/google'}"
https://www.linkedin.com/company/scale-computing,Scale Computing,"Storage, small to medium-sized business infrastructure, Virtualization, scale-out, hyperconverged architecture, storage, servers and virtualization, hyperconvergence, disaster recovery, backup and recovery",Computer Hardware,http://www.scalecomputing.com,"525 S. Meridian Street Indianapolis, IN 46225 United States",51-200,"Scale Computing integrates storage, servers, and virtualization software into an all-in-one appliance based system that is scalable, self-healing, and as easy to manage as a single server. Using industry standard components, the HC3 appliances install in under an hour, and can be expanded and upgraded with no downtime. High availability insulates the user from any disk or server failure and a unified management capability driven by the patented HyperCore Software™, efficiently integrates all functionality. The result is a data center solution that reduces operational complexity, allows a faster response to business issues, and dramatically reduces costs.",2007,"{'HPE SimpliVity': 'https://www.linkedin.com/company/simplivity-corporation', 'Rubrik, Inc.': 'https://www.linkedin.com/company/rubrik-inc', 'Tegile Systems': 'https://www.linkedin.com/company/tegile-systems', 'Nutanix': 'https://www.linkedin.com/company/nutanix', 'Maxta Inc.': 'https://www.linkedin.com/company/maxta-inc-', 'Nimble Storage': 'https://www.linkedin.com/company/nimble-storage'}"
https://www.linkedin.com/company/rover-com,Rover.com,"Dog sitters, Dog boarding, Dogs, Dog walking",Consumer Services,http://www.rover.com,"2101 4th Avenue Suite 400 Seattle, WA 98121 United States",201-500,"WHAT WE'RE ABOUT:
We’re your rainy-day-dog-walkers. Your every-day-belly-rubbers. Your peanut-butter-Kong-fillers. Your middle-of-the-night-pee-breakers. Because we get it—your dog is family. And when you can’t be there, you can trust us keep your dog happy, healthy, and sweet as ever.

But it’s not just about dog love. Rover is also an award-winning technology business committed to making pet care safe, easy, and affordable so that everyone can experience the unconditional love of a dog.

So for the frequent butt-sniffers, the sock-stealers, the table-side beggars and the clicker-trained champions: We’re your people. 

And for the world travelers, the long-day-at-work-ers, the business-trip jetsetters, the swing-shift survivors: We’re your people, too.

Whatever you and your dog are into, we’re into it, too. And we’ve got your back. Anytime. Anywhere. 

Whether you need in-home dog boarding, pet sitting, dog walking, or day care, Rover connects pet parents with dog people who’ll treat their pets like family. 

WHAT YOU'VE HEARD:
In 2016, we've been named among Washington's “Best Workplaces” by the Puget Sound Business Journal, one of Seattle Magazine's “100 Best Companies to Work For,” a member of Business Intelligence's “2016 Best Places to Work list”—and our CEO won GeekWire’s “CEO of the Year” award. It’s been a good year. You may have also seen us in Forbes, USA Today, ABC News, The New York Times, The Wall Street Journal, Mashable, CNN, and The Huffington Post. Our investors include TCV, A-GRade Investments, CrunchFund, Foundry Group, Madrona, Menlo, Petco, and Rolling Bay Ventures. 

WHERE WE WORK:
We're headquartered in downtown Seattle, just a short walk from Pike Place Market. We're an agile, fast-growing startup, and our leadership comes from some of the country's most respected tech companies. Check out our job openings in engineering, product, customer service, and more—we'd love to meet you!",2011,"{'DogVacay (Acquired by Rover, March 2017)': 'https://www.linkedin.com/company/dogvacay', 'Wag Labs Inc.': 'https://www.linkedin.com/company/wag-labs-inc-', 'OfferUp': 'https://www.linkedin.com/company/offerup', 'Porch': 'https://www.linkedin.com/company/porch', 'Wag.com': 'https://www.linkedin.com/company/wag.com', 'Amazon': 'https://www.linkedin.com/company/amazon'}"
https://www.linkedin.com/company/carvana,Carvana,"auto sales, ecommerce",Internet,http://www.carvana.com,"1930 W. Rio Salado Pkwy Tempe, AZ 85281 United States",1001-5000,"Simply put, Carvana is a better way to buy a car. You can browse, finance, and purchase a car online and have it delivered to you as soon as the next day. Cutting out the dealerships translates to thousands of dollars in lower costs on every vehicle we sell. We pass these savings on to consumers in four ways: lower prices (our customers save $1,681 on average vs. Kelley Blue Book), premium cars, a better experience, and no hidden fees.

Want to work at Carvana? View our openings at: http://www.carvana.com/careers",2012,"{'DriveTime': 'https://www.linkedin.com/company/drivetime', 'Vroom': 'https://www.linkedin.com/company/vroom', 'Beepi': 'https://www.linkedin.com/company/beepi', 'Shift Technologies, Inc.': 'https://www.linkedin.com/company/shift-technologies-inc', 'Amazon': 'https://www.linkedin.com/company/amazon', 'CarMax': 'https://www.linkedin.com/company/carmax'}"
https://www.linkedin.com/company/freecharge-in,Freecharge,,Internet,http://www.freecharge.in,"Swamy Vivekananda Road Kadiranapalya, Sarvagnanagar Bangalore, Karnataka 560038 India",51-200,"Freecharge is India’s No.1 payments app. Customers across the country use Freecharge to make prepaid, postpaid, DTH, metro recharge and utility bill payments for numerous service providers. We launched our wallet in September 2015 and customers are already using it to pay across all major online platforms and offline stores like Shoppers Stop, McDonalds, Cinepolis, HomeStop, Crosswords, Hypercity and even for E-Rickshaws, the list is growing by the day.

We are on a mission to get millions of merchants both in organised and unorganised sector to be a part of the digital payments ecosystem. Our Chat-n-Pay service is all about social payments. It is an engaging and secure way for you to seamlessly Chat-n-Pay to friends, family, and merchants in less than 5 seconds. It also enables merchants, small or large to accept digital payments in less than 1 minute after registering on the Freecharge App. 

What is it like to work with Freecharge?

At Freecharge, we believe in the freedom to experiment and the empowerment to innovate. The folks at Freecharge have come from diverse backgrounds, ranging from musicians to game designers to behavioural engineers to entrepreneurs. We believe in setting ambitious goals and achieving them to the fullest.",2010,"{'Paytm': 'https://www.linkedin.com/company/paytm-mobile-solutions-pvt-ltd-', 'MobiKwik': 'https://www.linkedin.com/company/mobikwik', 'One97 Communications Limited': 'https://www.linkedin.com/company/one97-communications-limited', 'Snapdeal': 'https://www.linkedin.com/company/snapdeal', 'Flipkart': 'https://www.linkedin.com/company/flipkart', 'Jabong': 'https://www.linkedin.com/company/jabong'}"
https://www.linkedin.com/company/zumbox,Digital Postal Mail,"Digital Postal Mail, Paper suppression, Bill payments, Web traffic generation",Internet,http://www.digitalpostalmail.com,"222 N. Sepulveda, Blvd. Suite 1514 El Segundo, CA 90245 United States",11-50,"Digital Postal Mail is revolutionizing the delivery of postal mail. Digital Post Mail is a secure paperless postal system that allows businesses to deliver transactional mail electronically to their consumers’ digital mailboxes. Mailboxes are available for free to 120,000,000 consumers households in the United States and consumers receive an exact copy of their paper mail, electronically. 

Digital Post Mail allows businesses to:
- Digitally deliver all your mail and offer your consumers an additional channel to interact with you to drive customer satisfaction, consumer retention, and increased traffic to your websites
- Simplify the payment process for your customers by supplementing existing payment options with Digital Postal Mail
- Support your paper suppression initiative and save on postage, printing and other costs associated with sending mail to your customers",2007,"{'Silicon Beach Young Professionals': 'https://www.linkedin.com/company/silicon-beach-young-professionals', 'Haven Agency': 'https://www.linkedin.com/company/haven-agency', 'Pose App': 'https://www.linkedin.com/company/pose.com', 'DigiSynd': 'https://www.linkedin.com/company/digisynd', 'Mainstream Advertising': 'https://www.linkedin.com/company/mainstream-advertising', 'Comparably': 'https://www.linkedin.com/company/comparably'}"
https://www.linkedin.com/company/conductor-inc-,"Conductor, Inc.","Content Intelligence, SAAS, SEO, Search Marketing",Internet,http://www.conductor.com,"2 Park Ave 15th Floor New York, NY 10016 United States",51-200,"Conductor is the world's leading organic marketing company. Our content intelligence platform, Conductor Searchlight, generates customer intent insights that lead to compelling content, increased traffic, and higher organic marketing ROI. 

Conductor's technology enables marketers to understand their prospective customers'​ intent by revealing the trends and topics they are searching for at every phase of purchase process. Customizable dashboards and workflows guide marketers through the content creation process, empowering them to continuously measure, refine, and demonstrate the effectiveness of their SEO and content marketing efforts. Conductor's forward-thinking customers include global brands like Citibank and FedEx, emerging leaders like Birchbox and JustFab, and leading agencies like iProspect and Acronym.
 
Conductor was ranked #38 by Inc. Magazine in its Fastest Growing Private Companies list, and has been recognized as one of the Best Places to Work in America for six years running.",2008,"{'Conductor': 'https://www.linkedin.com/company/conductor-', 'Crowdtap': 'https://www.linkedin.com/company/crowdtap', 'NewsCred': 'https://www.linkedin.com/company/newscred', 'Wyng': 'https://www.linkedin.com/company/wyng', 'BrightEdge': 'https://www.linkedin.com/company/brightedge'}"
https://www.linkedin.com/company/carecloud,CareCloud,"Healthcare IT, Mobile Applications, Practice Management, Physicians'​ Practices, Revenue Cycle Management, EHR, Electronic Health Records, Patient Portal",Information Technology and Services,http://www.CareCloud.com,"5200 Blue Lagoon Drive Suite 150 & 900 Miami, FL 33126 United States",201-500,"CareCloud is the platform for high-growth medical groups. Our technology takes care of the people who take care of patients. 

Recognized for our award-winning design, we help the country’s highest performing medical groups use technology to better compete in the new medical economy and make patients healthier and happier. 

As an early leader in cloud computing for healthcare, CareCloud is dedicated to providing our physicians and their patients with the highest levels of flexible, security and reliability. We deliver: 

Modern Experience
We go beyond the traditional with intuitive, elegant design across a suite of powerful apps & services. These technologies enable everyone in the practice to spend more of their day on those things that matter most to patient health and to delivering an excellent patient experience.

Flexible Platform
Our cloud platform gives medical groups of all types and sizes the flexibility, connectivity and security they need to drive performance and growth. This platform adapts with practices as they evolve and enables leaders to introduce innovative tools and services into the group with confidence.

Powerful, Accessible Technology
We provide a suite of apps that make data, and insights from that data, actionable in real time. Our data-driven tools make sense of the complex financial, administration and outcomes components essential to providing and demonstrating value and achieving satisfaction. This approach puts providers in control of their technology to optimize health outcomes and the patient experience while optimizing business outcomes.

Recognized for our inclusive, supportive culture, we attract highly talented professions who are passionate about making healthcare better. Learn more on www.carecloud.com. 

Want to join our team? Check out open positions at www.carecloud.com/company-careers/",2009,"{'HealthTap': 'https://www.linkedin.com/company/healthtap', 'CakeHealth': 'https://www.linkedin.com/company/cake-health', 'Omada Health': 'https://www.linkedin.com/company/omada-health', 'Care-Cloud': 'https://www.linkedin.com/company/care-cloud', 'Keas': 'https://www.linkedin.com/company/keas', 'CureMD': 'https://www.linkedin.com/company/curemd'}"
https://www.linkedin.com/company/spiceworks,Spiceworks,"IT, software, freeware, B2B, SMB, free business software, IT community, information technology, help desk, helpdesk, network management, network monitoring, social IT",Internet,http://www.spiceworks.com/,,201-500,"We provide millions of IT pros with the tools, content, and community they need to get their jobs done. Those users have attracted the attention of thousands of tech brands that use Spiceworks to reach IT pros during their workday. Together, we’ve created the world’s most trusted and vibrant IT marketplace!",2006,"{'SolarWinds': 'https://www.linkedin.com/company/solarwinds', 'Atlassian': 'https://www.linkedin.com/company/atlassian', 'VMware': 'https://www.linkedin.com/company/vmware', 'Microsoft': 'https://www.linkedin.com/company/microsoft', 'Spredfast': 'https://www.linkedin.com/company/spredfast', 'HomeAway.com': 'https://www.linkedin.com/company/homeaway'}"
https://www.linkedin.com/company/quora,Quora,"Machine Learning, Product Design, Internationalization, Data Science, Personalization, Mobile, Growth Marketing",Internet,https://www.quora.com/career,"650 Castro Street Suite 450 Mountain View, CA 94041 United States",51-200,"Quora is a Q&A platform that empowers people to share and grow the world’s knowledge. 

The vast majority of human knowledge is still not on the internet. Most of it is trapped in the form of experience in people’s heads, or buried in books and papers that only experts can access. More than a billion people use the internet yet only a tiny fraction contribute their knowledge to it. We want to democratize access to knowledge of all kinds—from politics to painting, cooking to coding, etymology to experiences—so if someone out there knows something, anyone else can learn it. Our mission is to share and grow the world's knowledge, and we're building a world-class team to help us achieve this mission.

Visit quora.com/careers to browse open roles and apply online.

Quora company blog: blog.quora.com
Engineering blog: engineering.quora.com
Design blog: design.quora.com
Data blog: data.quora.com",2009,"{'Facebook': 'https://www.linkedin.com/company/facebook', 'Pinterest': 'https://www.linkedin.com/company/pinterest', 'Airbnb': 'https://www.linkedin.com/company/airbnb', 'Google': 'https://www.linkedin.com/company/google', 'Amazon': 'https://www.linkedin.com/company/amazon', 'Microsoft': 'https://www.linkedin.com/company/microsoft'}"
https://www.linkedin.com/company/duolingo,Duolingo,"Language Education, Language Certification, Mobile App Development, Language Proficiency Assessment",E-Learning,https://www.duolingo.com/,"5900 Penn Avenue Pittsburgh, PA 15206 United States",51-200,"Duolingo is the world’s most popular way to learn languages online with over 170 million users. Founded in 2011 by crowdsourcing pioneer Luis von Ahn and Severin Hacker, it is the most downloaded Education app on iOS and Android and has been awarded Apple's iPhone App of the Year and Android's Best of the Best.

With the mission to bring ‘free language education to the world, we’re building a future in which the highest-quality education is accessible to all. Our approach is simple — language learning should be fun, personalized, and based on science.   

Duolingo has raised US $83.3 million to date from investors including Union Square Ventures, New Enterprise Associates, Kleiner Perkins Caufield & Byers, and most recently, Google Capital.",2011,"{'Babbel': 'https://www.linkedin.com/company/babbel-com', 'busuu': 'https://www.linkedin.com/company/busuu-com', 'Khan Academy': 'https://www.linkedin.com/company/khan-academy', 'Memrise': 'https://www.linkedin.com/company/memrise', 'Coursera': 'https://www.linkedin.com/company/coursera', 'Google': 'https://www.linkedin.com/company/google'}"
https://www.linkedin.com/company/extrahop-networks,ExtraHop,"IT Management, IT Operations Management, Application Performance Management, User Experience Monitoring, IT Operations Analytics, IT Operational Intelligence, Wire Data Analytics",Computer Hardware,http://www.extrahop.com/,"520 Pike Street Suite 1700 Seattle, WA 98101 United States",201-500,"ExtraHop is the leader in real-time IT analytics. Our platform makes data-driven IT a reality, applying advanced analytics and cloud-based machine learning to all digital interactions to deliver timely and accurate insight. IT leaders turn to ExtraHop first to help them make faster, better-informed decisions that improve performance, security, and digital experience. Just ask the hundreds of global ExtraHop customers, including Sony, Lockheed Martin, Microsoft, Adobe, and Google. To experience the power of ExtraHop, explore our interactive online demo: www.extrahop.com/demo",2007,"{'F5 Networks': 'https://www.linkedin.com/company/f5-networks', 'NETSCOUT': 'https://www.linkedin.com/company/netscout', 'Palo Alto Networks': 'https://www.linkedin.com/company/palo-alto-networks', 'Splunk': 'https://www.linkedin.com/company/splunk', 'Microsoft': 'https://www.linkedin.com/company/microsoft', 'Riverbed Technology': 'https://www.linkedin.com/company/riverbed-technology'}"
https://www.linkedin.com/company/ostrovok-ru,Ostrovok.ru,"Travel, Consumer Internet",Internet,http://www.ostrovok.ru,"Rochdelskaya str. Moscow, Russian Federation",201-500,Ostrovok.ru is a rapidly-growing consumer travel e-commerce company based in Moscow. We enable people to easily find and book hotels globally.,2010,"{'OneTwoTrip': 'https://www.linkedin.com/company/onetwotrip', 'Travel.ru (Oktogo Group)': 'https://www.linkedin.com/company/oktogo-ru', 'Aviasales / Jetradar': 'https://www.linkedin.com/company/jetradar', 'OZON.travel': 'https://www.linkedin.com/company/ozon.travel', 'Booking.com': 'https://www.linkedin.com/company/booking.com', 'Mail.Ru Group': 'https://www.linkedin.com/company/mail-ru'}"
https://www.linkedin.com/company/cloudbees,CloudBees,,Computer Software,http://www.CloudBees.com,"2001 Gateway Place Suite 670W San Jose, CA 95110 United States",201-500,"CloudBees (www.cloudbees.com) is the hub of enterprise Jenkins and DevOps, providing companies with smarter solutions for accelerating software development and delivery. We’ve taken Jenkins – the most trusted DevOps platform – and added enterprise-grade security, scalability, manageability and support, so companies have the fastest path from great ideas to impactful software.",2010,"{'Jenkins project': 'https://www.linkedin.com/company/jenkins-project', 'Docker, Inc': 'https://www.linkedin.com/company/docker', 'GitHub': 'https://www.linkedin.com/company/github', 'Puppet': 'https://www.linkedin.com/company/puppet', 'Cloudera': 'https://www.linkedin.com/company/cloudera', 'CloudBees Jenkins': 'https://www.linkedin.com/company/cloudbees-jenkins'}"
https://www.linkedin.com/company/2u,2U,"higher education, online education, education technology, Software as a Service",Education Management,http://2u.com,United States,1001-5000,"2U partners with leading colleges and universities to deliver the world’s best online degree programs so students everywhere can reach their full potential. Our Platform, a fusion of cloud-based software-as-a-service technology and technology-enabled services, provides schools with the comprehensive operating infrastructure they need to attract, enroll, educate, support and graduate students globally. Blending live face-to-face classes, dynamic course content and real-world learning experiences, 2U’s No Back Row® approach ensures that every qualified student can experience the highest quality university education for the most successful outcome.

To learn more, go to 2U.com. Be sure to follow us on Twitter (twitter.com/2Uinc), Instagram (http://instagram.com/2uinc) and Facebook (facebook.com/2U).

NASD:TWOU",2008,"{'Andela': 'https://www.linkedin.com/company/andela', 'Knewton': 'https://www.linkedin.com/company/knewton', 'Udacity': 'https://www.linkedin.com/company/udacity', 'Ellevest': 'https://www.linkedin.com/company/ellevest', 'EVERFI': 'https://www.linkedin.com/company/everfi', 'Chan Zuckerberg Initiative': 'https://www.linkedin.com/company/chan-zuckerberg-initiative'}"
https://www.linkedin.com/company/bonitasoft,Bonitasoft,"BPM, Workflow, Process Improvement, Process Mapping",Computer Software,http://www.bonitasoft.com,"76, boulevard de la République Boulogne, 92100 France",51-200,"Bonitasoft helps innovative companies worldwide deliver better digital user experiences for customers and employees. The extensible and open Bonita application platform gives multidisciplinary development teams everything they need to create Living Apps: enterprise-grade applications that connect tailored user interfaces with reliable back-office operations and business processes, with the capability for continuous improvement to keep ahead of changes in business and technology.

For more information, visit www.bonitasoft.com or email marketing@bonitasoft.com. You can also like us on Facebook, follow us on twitter or join our BPM group on LinkedIn.",2009,"{'Bizagi': 'https://www.linkedin.com/company/bizagi', 'AuraPortal': 'https://www.linkedin.com/company/auraportal', 'Sidetrade': 'https://www.linkedin.com/company/sidetrade', 'SensioLabs': 'https://www.linkedin.com/company/sensiolabs', 'Dataiku': 'https://www.linkedin.com/company/dataiku', 'PNMsoft': 'https://www.linkedin.com/company/pnmsoft'}"
https://www.linkedin.com/company/psafe-tecnologia-s-a,"PSafe Technology, Inc.","App Android, Protection, Security, Andoid Tools, Android, Privacy, Antivirus, Mobile",Information Technology and Services,http://www.psafe.com,"Rua Siqueira Campos 43 Rio de Janeiro, RJ 22031-901 Brazil",51-200,"PSafe (www.psafe.com) develops mobile security, performance optimization, and privacy apps for the Android operating system. With 100+ million installations and 20+ million monthly active users of our mobile applications, including DFNDR and PowerPRO, PSafe is the dominant cloud-based mobile security platform based in the United States and the rest of the Americas.  From our development centers in South America to our new San Francisco headquarters, PSafe has grown rapidly since launching our first app in Brazil in 2014.  Today, PSafe has over 4 million monthly active users in the US – our focus market – and will reach more than 10 million by the end of 2017.  PSafe’s investors include Redpoint Ventures, e.ventures, Pinnacle Ventures, and Brazil’s RPeV.",2010,"{'B2W Digital': 'https://www.linkedin.com/company/b2w---companhia-global-do-varejo', 'Globo.com': 'https://www.linkedin.com/company/globo-com', 'Hotel Urbano': 'https://www.linkedin.com/company/hotel-urbano', 'Grupo Netshoes': 'https://www.linkedin.com/company/gruponetshoes', 'Buscapé Company': 'https://www.linkedin.com/company/buscap-company', 'Rede Globo': 'https://www.linkedin.com/company/rede-globo'}"
https://www.linkedin.com/company/thredup,thredUP,"Kids and Women's Clothing, Consignment, Fashion Resale, E-Commerce, Startup, Secondhand clothes",Apparel & Fashion,http://www.thredUP.com,"114 Sansome Street Floor 5 San Francisco, CA 94104 United States",201-500,"thredUP is the nation's leading online marketplace for women's and kids'​ like-new apparel. Over 25,000 brands, ranging from Gap to Gucci, are listed on thredUP.com at prices up to 90 percent off retail. 

thredUP is disrupting the $30B+ apparel resale industry by reinventing the way consumers think about used clothing, inspiring them to think ""secondhand first""​. thredUP pioneered the Clean Out Bag, the most convenient way to sell clothes, shoes and accessories that you're no longer wearing.

James Reinhart, Chris Homer and Oliver Lubin co-founded thredUP in 2009, and the business today is venture capital backed with over $50M from world-class investors. 

We're always looking for great talent to join our passionate team in downtown San Francisco: thredUP.com/Jobs",2009,"{'Stitch Fix': 'https://www.linkedin.com/company/stitch-fix', 'ModCloth': 'https://www.linkedin.com/company/modcloth_3', 'Minted': 'https://www.linkedin.com/company/minted', 'Poshmark': 'https://www.linkedin.com/company/poshmark', 'Polyvore': 'https://www.linkedin.com/company/polyvore', 'The RealReal': 'https://www.linkedin.com/company/the-realreal'}"
https://www.linkedin.com/company/worldstores,WorldStores Group,"Multi-niche online retail, Home & Garden online retail",Internet,http://www.worldstores.co.uk/,"3rd Floor Brettenham House 5 Lancaster Place London, WC2E 7EN United Kingdom",501-1000,"Established in 2008, Worldstores is now the UK’s largest online home & garden retailer. Offering unparalleled choice, value for money, customer service and a range of convenient delivery options, Worldstores is renowned as one of the UK's most exciting ecommerce success stories.

ACHICA, the luxury flash-sale business, and baby specialist Kiddicare also form part of the Worldstores Group and play a key part in the ambitious plans for Worldstores Group in becoming a household name in the home and garden market.",2004,"{'achica': 'https://www.linkedin.com/company/achica', 'Kiddicare.com': 'https://www.linkedin.com/company/kiddicare.com', 'MADE.COM': 'https://www.linkedin.com/company/made-com', 'PhotoBox': 'https://www.linkedin.com/company/photobox', 'SECRETSALES.com': 'https://www.linkedin.com/company/secret-sales', 'Dunelm': 'https://www.linkedin.com/company/dunelm-soft-furnishings-ltd'}"
https://www.linkedin.com/company/twitter,Twitter,Real-time information,Internet,http://careers.twitter.com,"1355 Market St Suite 900 San Francisco, CA 94103 United States",1001-5000,"Twitter is a global platform for public self-expression and conversation in real time. By developing a fundamentally new way for people to consume, create, distribute and discover content, Twitter enables any voice to echo around the world instantly and unfiltered. The service can be accessed at Twitter.com, on a variety of mobile devices, and via SMS. Available in more than 35 languages, Twitter has 316 million monthly active users. For more information, visit about.twitter.com or follow @twitter. 

U.S. offices
Atlanta, Boston, Boulder, Chicago, Cincinnati, Detroit, Los Angeles, Miami, New York, San Francisco (Headquarters), Seattle, Sunnyvale, Washington. D.C.

International offices
Amsterdam, Bangalore, Berlin, Bogota, Brussels, Cologne, Dubai, Dublin, Hamburg, Hong Kong, Jakarta, London, Madrid, Melbourne, Mexico City, Milan, Mumbai, New Delhi, Osaka, Paris, Rio de Janeiro, São Paulo, Singapore, Sydney, Seoul, Tokyo, Toronto, Vancouver",2006,"{'Facebook': 'https://www.linkedin.com/company/facebook', 'Google': 'https://www.linkedin.com/company/google', 'Instagram': 'https://www.linkedin.com/company/instagram', 'Amazon': 'https://www.linkedin.com/company/amazon', 'Snapchat, Inc.': 'https://www.linkedin.com/company/snapchat', 'Apple': 'https://www.linkedin.com/company/apple'}"
https://www.linkedin.com/company/rpath,rPath,,Computer Software,http://www.rpath.com,"5430 Wade Park Blvd Suite 310 Raleigh, NC 27607 United States",11-50,"About rPath, Inc.
rPath is App Logistics™ for the cloud. Headquartered in Raleigh, N.C., rPath takes the chaos out of application delivery.  Cloud builders, buyers and providers must use apps to squeeze the most money out of the cloud, and rPath’s platform-agnostic App GPS™ technology gets the app there faster, more consistently and reliably than any other solution. Leading managed service providers, cloud technology vendors and enterprises use rPath to offer platform-as-a-service (PaaS), enterprise app stores, and continuous delivery. Find out more at www.rpath.com.",2005,"{'Caktus Group': 'https://www.linkedin.com/company/caktus-consulting-group-llc', 'Two Toasters': 'https://www.linkedin.com/company/two-toasters', 'TopQuadrant': 'https://www.linkedin.com/company/topquadrant', 'RoleModel Software': 'https://www.linkedin.com/company/rolemodel-software', 'Adzerk': 'https://www.linkedin.com/company/adzerk', 'Signalscape, Inc.': 'https://www.linkedin.com/company/signalscape-inc.'}"
https://www.linkedin.com/company/snapchat,"Snapchat, Inc.",,Computer Software,http://www.snapchat.com,"Ocean Front Walk Venice, CA United States",1001-5000,"Experience a unique way to share life with friends.

Snap a photo or a video, add a caption, and send it to a friend (or maybe a few). They'll view it, laugh, and then the snap disappears from the screen - unless your friend takes a screenshot!

The image might be a little grainy, and you may not look your best, but that's the point. It's about the moment, a connection between friends, and not just a pretty picture.

The allure of fleeting messages reminds us about the beauty of friendship - we don't need a reason to stay in touch.

Give it a try, share a moment, and enjoy the lightness of being!",,"{'Instagram': 'https://www.linkedin.com/company/instagram', 'Snap Inc.': 'https://www.linkedin.com/company/snap-inc-co', 'Facebook': 'https://www.linkedin.com/company/facebook', 'Google': 'https://www.linkedin.com/company/google', 'Twitter': 'https://www.linkedin.com/company/twitter', 'Amazon': 'https://www.linkedin.com/company/amazon'}"
